User,Accuracy,Algorithm,StateAccuracy,GranularPredictions,Predictions,GroundTruth,Threshold,Openended,Task,LearningRate,Discount,Reward,Temperature,Epsilon
stu34_bcf_p3,0.75,Bayesian,,"defaultdict(None, {'same': (22, 1.0), 'modify-2': (6, 0.0), 'modify-1': (4, 0.5)})","['same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-2', 'modify-1', 'modify-2', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Openended,p3,,,,,
stu35_bde_p3,0.7,Bayesian,,"defaultdict(None, {'modify-1': (6, 0.8333333333333334), 'same': (4, 0.5)})","['modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'same']","['modify-1', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same']",0.8,Openended,p3,,,,,
stu40_bdf_p3,0.7631578947368421,Bayesian,,"defaultdict(None, {'modify-2': (5, 0.2), 'same': (29, 0.9310344827586207), 'modify-1': (4, 0.25)})","['modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'modify-1', 'modify-2', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Openended,p3,,,,,
stu5_bcf_p3,0.5714285714285714,Bayesian,,"defaultdict(None, {'modify-1': (5, 0.4), 'same': (21, 0.7619047619047619), 'modify-2': (9, 0.2222222222222222)})","['same', 'modify-1', 'same', 'same', 'same', 'modify-2', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2']","['modify-1', 'same', 'same', 'same', 'modify-2', 'same', 'modify-1', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same']",0.8,Openended,p3,,,,,
stu8_bce_p3,0.6153846153846154,Bayesian,,"defaultdict(None, {'same': (16, 0.9375), 'modify-3': (2, 0.0), 'modify-2': (8, 0.125)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-2', 'same', 'modify-3', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'modify-3', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same']",0.8,Openended,p3,,,,,
stu9_bcf_p3,0.5833333333333334,Bayesian,,"defaultdict(None, {'same': (27, 0.7407407407407407), 'modify-2': (5, 0.2), 'modify-1': (4, 0.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-3', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-1', 'same', 'same', 'same']",0.8,Openended,p3,,,,,
pro10_bdf_p3,0.4705882352941176,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro11_bcf_p3,0.2608695652173913,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro12_bdf_p3,0.3846153846153846,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro14_bdf_p3,0.5333333333333333,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro16_bce_p3,0.2857142857142857,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro19_bcf_p3,0.4268292682926829,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro1_bcf_p3,0.5757575757575758,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro26_bde_p3,0.2413793103448276,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro27_bcf_p3,0.5,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro28_bce_p3,0.7317073170731707,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro2_bce_p3,0.3793103448275862,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro30_bde_p3,0.5384615384615384,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro32_bdf_p3,0.5660377358490566,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro4_bce_p3,0.4716981132075472,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro6_bde_p3,0.4545454545454545,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro7_bde_p3,0.6551724137931034,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu12_bdf_p3,0.8,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu14_bcf_p3,0.2,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu16_bcf_p3,0.5789473684210527,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu18_bde_p3,0.3157894736842105,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu19_bde_p3,0.0,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu1_bce_p3,0.2424242424242424,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu20_bdf_p3,0.8181818181818182,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu22_bde_p3,0.2790697674418604,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu23_bdf_p3,0.3157894736842105,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu27_bdf_p3,0.6914893617021277,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu28_bde_p3,0.71875,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu2_bce_p3,0.4285714285714285,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu32_bce_p3,0.3863636363636363,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu33_bce_p3,0.4444444444444444,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu34_bcf_p3,0.40625,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu35_bde_p3,0.6,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu40_bdf_p3,0.6578947368421053,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu5_bcf_p3,0.4285714285714285,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu8_bce_p3,0.2307692307692307,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
stu9_bcf_p3,0.6388888888888888,Greedy,0.0,,,,0.8,Openended,p3,0.0,0.0,0.0,,
pro10_bdf_p3,0.6666666666666666,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro11_bcf_p3,0.5217391304347826,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro12_bdf_p3,0.6153846153846154,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro14_bdf_p3,0.5333333333333333,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro16_bce_p3,0.1785714285714285,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro19_bcf_p3,0.3902439024390244,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro1_bcf_p3,0.5454545454545454,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro26_bde_p3,0.3793103448275862,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro27_bcf_p3,0.0789473684210526,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro28_bce_p3,0.7317073170731707,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro2_bce_p3,0.5517241379310345,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro30_bde_p3,0.5769230769230769,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro32_bdf_p3,0.5660377358490566,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro4_bce_p3,0.3584905660377358,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro6_bde_p3,0.5454545454545454,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro7_bde_p3,0.3793103448275862,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu12_bdf_p3,0.8,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu14_bcf_p3,0.3142857142857143,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu16_bcf_p3,0.5789473684210527,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu18_bde_p3,0.5263157894736842,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu19_bde_p3,0.8181818181818182,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu1_bce_p3,0.4545454545454545,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu20_bdf_p3,0.8181818181818182,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu22_bde_p3,0.3720930232558139,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu23_bdf_p3,0.7894736842105263,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu27_bdf_p3,0.202127659574468,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu28_bde_p3,0.34375,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu2_bce_p3,0.5714285714285714,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu32_bce_p3,0.2045454545454545,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu33_bce_p3,0.5,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu34_bcf_p3,0.59375,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu35_bde_p3,0.6,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu40_bdf_p3,0.631578947368421,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu5_bcf_p3,0.2571428571428571,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu8_bce_p3,0.6538461538461539,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
stu9_bcf_p3,0.6388888888888888,HMM,,,,,0.8,Openended,p3,0.0,0.0,,,
pro10_bdf_p3,0.4705882352941176,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro11_bcf_p3,0.0869565217391304,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro12_bdf_p3,0.3076923076923077,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro14_bdf_p3,0.2666666666666666,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro16_bce_p3,0.3214285714285714,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro19_bcf_p3,0.2439024390243902,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro1_bcf_p3,0.2424242424242424,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro26_bde_p3,0.2413793103448276,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro27_bcf_p3,0.2631578947368421,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro28_bce_p3,0.3902439024390244,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro2_bce_p3,0.2413793103448276,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro30_bde_p3,0.1538461538461538,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro32_bdf_p3,0.3396226415094339,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro4_bce_p3,0.2452830188679245,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro6_bde_p3,0.2727272727272727,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro7_bde_p3,0.3103448275862069,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu12_bdf_p3,0.68,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu14_bcf_p3,0.4285714285714285,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu16_bcf_p3,0.3684210526315789,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu18_bde_p3,0.1578947368421052,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu19_bde_p3,0.2727272727272727,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu1_bce_p3,0.3636363636363636,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu20_bdf_p3,0.1818181818181818,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu22_bde_p3,0.2325581395348837,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu23_bdf_p3,0.1578947368421052,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu27_bdf_p3,0.2659574468085106,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu28_bde_p3,0.25,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu2_bce_p3,0.238095238095238,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu32_bce_p3,0.2727272727272727,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu33_bce_p3,0.3333333333333333,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu34_bcf_p3,0.15625,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu35_bde_p3,0.6,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu40_bdf_p3,0.8157894736842105,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu5_bcf_p3,0.1714285714285714,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu8_bce_p3,0.5769230769230769,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
stu9_bcf_p3,0.2777777777777778,Momentum,"[0, 0, 0]",,,,0.8,Openended,p3,0.0,0.0,,,
pro12_bdf_p3,0.3846153846153846,QLearn,0,,,,0.8,Openended,p3,0.01,0.05,1.0370370370370372,0.0,0.1
pro14_bdf_p3,0.7333333333333333,QLearn,0,,,,0.8,Openended,p3,0.001,0.99,1.032258064516129,0.0,0.1
pro11_bcf_p3,0.7391304347826086,QLearn,0,,,,0.8,Openended,p3,0.5,0.2,1.021276595744681,0.0,0.1
pro16_bce_p3,0.6428571428571429,QLearn,0,,,,0.8,Openended,p3,0.5,0.05,1.017543859649123,0.0,0.1
pro26_bde_p3,0.5172413793103449,QLearn,0,,,,0.8,Openended,p3,0.01,0.2,1.016949152542373,0.0,0.05
pro1_bcf_p3,0.6060606060606061,QLearn,0,,,,0.8,Openended,p3,0.01,0.1,1.0149253731343284,0.0,0.1
pro27_bcf_p3,0.5263157894736842,QLearn,0,,,,0.8,Openended,p3,0.001,0.8,1.0129870129870135,0.0,0.1
pro6_bde_p3,0.5454545454545454,QLearn,0,,,,0.8,Openended,p3,0.01,0.5,1.0434782608695654,0.0,0.05
pro28_bce_p3,0.7317073170731707,QLearn,0,,,,0.8,Openended,p3,0.5,0.1,1.012048192771084,0.0,0.05
pro30_bde_p3,0.6923076923076923,QLearn,0,,,,0.8,Openended,p3,0.0001,0.2,1.018867924528302,0.0,0.05
pro2_bce_p3,0.6551724137931034,QLearn,0,,,,0.8,Openended,p3,0.5,0.05,1.016949152542373,0.0,0.05
pro10_bdf_p3,0.6078431372549019,QLearn,0,,,,0.8,Openended,p3,0.0001,0.2,1.0097087378640777,0.0,0.1
stu19_bde_p3,0.1818181818181818,QLearn,0,,,,0.8,Openended,p3,0.0001,0.2,1.0434782608695654,0.0,0.1
stu18_bde_p3,0.7894736842105263,QLearn,0,,,,0.8,Openended,p3,0.0001,0.2,1.0256410256410255,0.0,0.1
pro7_bde_p3,0.7241379310344828,QLearn,0,,,,0.8,Openended,p3,0.001,0.05,1.0169491525423726,0.0,0.05
stu12_bdf_p3,0.84,QLearn,0,,,,0.8,Openended,p3,0.001,0.05,1.0196078431372548,0.0,0.1
stu20_bdf_p3,0.8181818181818182,QLearn,0,,,,0.8,Openended,p3,0.0001,0.9,1.0434782608695652,0.0,0.1
pro32_bdf_p3,0.5849056603773585,QLearn,0,,,,0.8,Openended,p3,0.0001,0.05,1.0093457943925233,0.0,0.01
stu14_bcf_p3,0.3428571428571428,QLearn,0,,,,0.8,Openended,p3,0.0001,0.5,1.014084507042254,0.0,0.1
pro19_bcf_p3,0.5487804878048781,QLearn,0,,,,0.8,Openended,p3,0.5,0.1,1.006060606060606,0.0,0.05
stu16_bcf_p3,0.5789473684210527,QLearn,0,,,,0.8,Openended,p3,1.0,0.2,1.012987012987013,0.0,0.05
pro4_bce_p3,0.4716981132075472,QLearn,0,,,,0.8,Openended,p3,0.5,0.1,1.0093457943925233,0.0,0.05
stu1_bce_p3,0.5757575757575758,QLearn,0,,,,0.8,Openended,p3,0.1,0.1,1.0149253731343284,0.0,0.05
stu23_bdf_p3,0.8421052631578947,QLearn,0,,,,0.8,Openended,p3,0.0001,0.8,1.0256410256410258,0.0,0.1
stu35_bde_p3,0.6,QLearn,0,,,,0.8,Openended,p3,0.01,0.05,1.0476190476190477,0.0,0.1
stu2_bce_p3,0.6190476190476191,QLearn,0,,,,0.8,Openended,p3,0.5,0.1,1.0232558139534882,0.0,0.1
stu33_bce_p3,0.6111111111111112,QLearn,0,,,,0.8,Openended,p3,0.5,0.2,1.0270270270270268,0.0,0.1
stu28_bde_p3,0.8125,QLearn,0,,,,0.8,Openended,p3,0.5,0.05,1.015384615384615,0.0,0.05
stu22_bde_p3,0.5348837209302325,QLearn,0,,,,0.8,Openended,p3,0.001,0.1,1.011494252873563,0.0,0.05
stu34_bcf_p3,0.78125,QLearn,0,,,,0.8,Openended,p3,0.1,0.1,1.0153846153846158,0.0,0.1
stu8_bce_p3,0.7692307692307693,QLearn,0,,,,0.8,Openended,p3,0.0001,0.9,1.0188679245283017,0.0,0.1
stu5_bcf_p3,0.7428571428571429,QLearn,0,,,,0.8,Openended,p3,0.5,0.1,1.0140845070422533,0.0,0.1
stu32_bce_p3,0.5909090909090909,QLearn,0,,,,0.8,Openended,p3,0.5,0.2,1.0112359550561794,0.0,0.05
stu40_bdf_p3,0.8157894736842105,QLearn,0,,,,0.8,Openended,p3,0.5,0.05,1.0129870129870129,0.0,0.01
stu9_bcf_p3,0.75,QLearn,0,,,,0.8,Openended,p3,0.5,0.2,1.0136986301369864,0.0,0.05
stu27_bdf_p3,0.8085106382978723,QLearn,0,,,,0.8,Openended,p3,0.5,0.1,1.0052910052910051,0.0,0.05
pro10_bdf_p3,0.2470588235294117,Random,0,,,,0.8,Openended,p3,,,,,
pro11_bcf_p3,0.3391304347826087,Random,0,,,,0.8,Openended,p3,,,,,
pro12_bdf_p3,0.1692307692307692,Random,0,,,,0.8,Openended,p3,,,,,
pro14_bdf_p3,0.2266666666666666,Random,0,,,,0.8,Openended,p3,,,,,
pro16_bce_p3,0.2571428571428571,Random,0,,,,0.8,Openended,p3,,,,,
pro19_bcf_p3,0.2634146341463415,Random,0,,,,0.8,Openended,p3,,,,,
pro1_bcf_p3,0.2303030303030303,Random,0,,,,0.8,Openended,p3,,,,,
pro26_bde_p3,0.2482758620689655,Random,0,,,,0.8,Openended,p3,,,,,
pro27_bcf_p3,0.2789473684210526,Random,0,,,,0.8,Openended,p3,,,,,
pro28_bce_p3,0.1951219512195122,Random,0,,,,0.8,Openended,p3,,,,,
pro2_bce_p3,0.2482758620689655,Random,0,,,,0.8,Openended,p3,,,,,
pro30_bde_p3,0.2769230769230769,Random,0,,,,0.8,Openended,p3,,,,,
pro32_bdf_p3,0.2377358490566037,Random,0,,,,0.8,Openended,p3,,,,,
pro4_bce_p3,0.1773584905660377,Random,0,,,,0.8,Openended,p3,,,,,
pro6_bde_p3,0.1636363636363636,Random,0,,,,0.8,Openended,p3,,,,,
pro7_bde_p3,0.2275862068965517,Random,0,,,,0.8,Openended,p3,,,,,
stu12_bdf_p3,0.288,Random,0,,,,0.8,Openended,p3,,,,,
stu14_bcf_p3,0.2057142857142856,Random,0,,,,0.8,Openended,p3,,,,,
stu16_bcf_p3,0.231578947368421,Random,0,,,,0.8,Openended,p3,,,,,
stu18_bde_p3,0.1789473684210526,Random,0,,,,0.8,Openended,p3,,,,,
stu19_bde_p3,0.2181818181818181,Random,0,,,,0.8,Openended,p3,,,,,
stu1_bce_p3,0.2242424242424242,Random,0,,,,0.8,Openended,p3,,,,,
stu20_bdf_p3,0.2181818181818182,Random,0,,,,0.8,Openended,p3,,,,,
stu22_bde_p3,0.241860465116279,Random,0,,,,0.8,Openended,p3,,,,,
stu23_bdf_p3,0.231578947368421,Random,0,,,,0.8,Openended,p3,,,,,
stu27_bdf_p3,0.2297872340425531,Random,0,,,,0.8,Openended,p3,,,,,
stu28_bde_p3,0.25625,Random,0,,,,0.8,Openended,p3,,,,,
stu2_bce_p3,0.2666666666666666,Random,0,,,,0.8,Openended,p3,,,,,
stu32_bce_p3,0.2818181818181818,Random,0,,,,0.8,Openended,p3,,,,,
stu33_bce_p3,0.1999999999999999,Random,0,,,,0.8,Openended,p3,,,,,
stu34_bcf_p3,0.23125,Random,0,,,,0.8,Openended,p3,,,,,
stu35_bde_p3,0.2,Random,0,,,,0.8,Openended,p3,,,,,
stu40_bdf_p3,0.2210526315789473,Random,0,,,,0.8,Openended,p3,,,,,
stu5_bcf_p3,0.2228571428571428,Random,0,,,,0.8,Openended,p3,,,,,
stu8_bce_p3,0.2384615384615384,Random,0,,,,0.8,Openended,p3,,,,,
stu9_bcf_p3,0.3,Random,0,,,,0.8,Openended,p3,,,,,
pro12_bdf_p3,0.6153846153846154,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.5,0.0,,
pro14_bdf_p3,0.5333333333333333,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,1.0,0.1,0.0,,
pro11_bcf_p3,0.7391304347826086,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
pro16_bce_p3,0.5357142857142857,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
pro26_bde_p3,0.5862068965517241,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.1,0.0,,
pro1_bcf_p3,0.5757575757575758,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
pro27_bcf_p3,0.5,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
pro6_bde_p3,0.5454545454545454,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
pro28_bce_p3,0.7317073170731707,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.1,0.0,,
pro2_bce_p3,0.5517241379310345,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
pro30_bde_p3,0.6538461538461539,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
stu19_bde_p3,0.8181818181818182,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.9,0.0,,
pro10_bdf_p3,0.6666666666666666,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.2,0.0,,
stu12_bdf_p3,0.8,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
stu18_bde_p3,0.6842105263157895,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.9,0.0,,
pro7_bde_p3,0.7241379310344828,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
stu20_bdf_p3,0.8181818181818182,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.8,0.0,,
stu14_bcf_p3,0.3142857142857143,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
stu16_bcf_p3,0.5789473684210527,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
pro19_bcf_p3,0.4878048780487805,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
pro32_bdf_p3,0.5660377358490566,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
stu23_bdf_p3,0.7894736842105263,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
pro4_bce_p3,0.3584905660377358,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.1,0.5,0.0,,
stu1_bce_p3,0.5454545454545454,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
stu2_bce_p3,0.4761904761904761,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.9,0.0,,
stu35_bde_p3,0.7,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.1,0.0,,
stu28_bde_p3,0.75,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.1,0.0,,
stu33_bce_p3,0.5,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.05,0.0,,
stu22_bde_p3,0.5348837209302325,Reinforce,"[None, None, None]",,,,0.8,Openended,p3,0.01,0.1,0.0,,
